Sensor_PK,ClimateFK,endDateTime,id,startDateTime,MeterFK,manufacturer,model,SpaceFK,PlugFK,RadiatorFK,BuildingFK
988,,2015-08-06T15:15:00Z,Sensor89,2014-09-24T11:00:00Z,,Onset,Hobo pendant,231.0,,,
989,,2014-01-09T12:30:00Z,Sensor96,2013-12-19T06:00:00Z,,Onset,Hobo pendant,232.0,,,
990,,2014-09-25T14:00:00Z,Sensor87,2013-12-19T06:00:00Z,,Onset,Hobo U12,233.0,,,
991,,,Sensor1533,,,CurrentCost,Individual appliance monitor (IAM),,251.0,,
992,,,Sensor1529,,,CurrentCost,Individual appliance monitor (IAM),,252.0,,
993,,,Sensor1531,,,CurrentCost,Individual appliance monitor (IAM),,253.0,,
994,,,Sensor1530,,,CurrentCost,Individual appliance monitor (IAM),,254.0,,
995,,,Sensor1534,,,CurrentCost,Individual appliance monitor (IAM),,255.0,,
996,,,Sensor1532,,,CurrentCost,Individual appliance monitor (IAM),,258.0,,
997,,,Sensor1536,,,CurrentCost,Individual appliance monitor (IAM),,264.0,,
998,,,Sensor1535,,,CurrentCost,Individual appliance monitor (IAM),,265.0,,
999,,2014-06-07T22:30:01Z,Sensor559,2013-12-19T06:00:01Z,,Maxim,iButton,,,143.0,
1000,,2015-01-27T10:00:01Z,Sensor560,2014-08-21T17:00:01Z,,Maxim,iButton,,,143.0,
1001,,2015-07-17T02:30:01Z,Sensor561,2015-01-27T10:00:01Z,,Maxim,iButton,,,143.0,
1002,,2014-06-07T22:30:01Z,Sensor568,2013-12-19T06:00:01Z,,Maxim,iButton,,,144.0,
1003,,2015-01-27T10:00:01Z,Sensor569,2014-08-21T17:00:01Z,,Maxim,iButton,,,144.0,
1004,,2015-07-17T02:30:01Z,Sensor570,2015-01-27T10:00:01Z,,Maxim,iButton,,,144.0,
1005,,2014-06-07T22:30:01Z,Sensor571,2013-12-19T06:00:01Z,,Maxim,iButton,,,145.0,
1006,,2015-01-27T10:00:01Z,Sensor572,2014-08-21T17:00:01Z,,Maxim,iButton,,,145.0,
1007,,2015-07-17T02:30:01Z,Sensor573,2015-01-27T10:00:01Z,,Maxim,iButton,,,145.0,
1008,,2014-06-07T22:30:01Z,Sensor574,2013-12-19T06:00:01Z,,Maxim,iButton,,,146.0,
1009,,2015-01-27T10:00:01Z,Sensor575,2014-08-21T17:00:01Z,,Maxim,iButton,,,146.0,
1010,,2015-07-17T02:30:01Z,Sensor576,2015-01-27T10:00:01Z,,Maxim,iButton,,,146.0,
1011,,2014-06-07T22:30:01Z,Sensor565,2013-12-19T06:00:01Z,,Maxim,iButton,,,147.0,
1012,,2015-01-27T10:00:01Z,Sensor566,2014-08-21T17:00:01Z,,Maxim,iButton,,,147.0,
1013,,2015-07-17T02:30:01Z,Sensor567,2015-01-27T10:00:01Z,,Maxim,iButton,,,147.0,
1014,,2014-06-07T22:30:01Z,Sensor577,2013-12-19T06:00:01Z,,Maxim,iButton,,,148.0,
1015,,2015-01-27T10:00:01Z,Sensor578,2014-08-21T17:00:01Z,,Maxim,iButton,,,148.0,
1016,,2015-07-17T02:30:01Z,Sensor579,2015-01-27T10:00:01Z,,Maxim,iButton,,,148.0,
1017,,2014-06-07T22:30:01Z,Sensor553,2013-12-19T06:00:01Z,,Maxim,iButton,,,149.0,
1018,,2015-01-27T10:00:01Z,Sensor554,2014-08-21T17:00:01Z,,Maxim,iButton,,,149.0,
1019,,2015-07-17T02:30:01Z,Sensor555,2015-01-27T10:00:01Z,,Maxim,iButton,,,149.0,
1020,,2014-06-07T22:30:01Z,Sensor556,2013-12-19T06:00:01Z,,Maxim,iButton,,,150.0,
1021,,2015-01-27T10:00:01Z,Sensor557,2014-08-21T17:00:01Z,,Maxim,iButton,,,150.0,
1022,,2015-07-17T02:30:01Z,Sensor558,2015-01-27T10:00:01Z,,Maxim,iButton,,,150.0,
1023,,2014-06-07T22:30:01Z,Sensor547,2013-12-19T06:00:01Z,,Maxim,iButton,,,151.0,
1024,,2015-01-27T10:00:01Z,Sensor548,2014-08-21T17:00:01Z,,Maxim,iButton,,,151.0,
1025,,2015-07-17T02:30:01Z,Sensor549,2015-01-27T10:00:01Z,,Maxim,iButton,,,151.0,
1026,,2014-06-07T22:30:01Z,Sensor550,2013-12-19T06:00:01Z,,Maxim,iButton,,,152.0,
1027,,2015-01-27T10:00:01Z,Sensor551,2014-08-21T17:00:01Z,,Maxim,iButton,,,152.0,
1028,,2015-07-17T02:30:01Z,Sensor552,2015-01-27T10:00:01Z,,Maxim,iButton,,,152.0,
1029,,2014-06-07T22:30:01Z,Sensor562,2013-12-19T06:00:01Z,,Maxim,iButton,,,153.0,
1030,,2015-01-27T10:00:01Z,Sensor563,2014-08-21T17:00:01Z,,Maxim,iButton,,,153.0,
1031,,2015-07-17T02:30:01Z,Sensor564,2015-01-27T10:00:01Z,,Maxim,iButton,,,153.0,
1032,,2014-06-07T22:30:01Z,Sensor544,2013-12-19T06:00:01Z,,Maxim,iButton,,,154.0,
1033,,2015-01-27T10:00:01Z,Sensor545,2014-08-21T17:00:01Z,,Maxim,iButton,,,154.0,
1034,,2015-07-17T02:30:01Z,Sensor546,2015-01-27T10:00:01Z,,Maxim,iButton,,,154.0,
1035,,2015-04-28T04:13:00Z,Sensor1284,2014-09-24T12:19:00Z,,RWE,Exterior motion detector,,,,11.0
1036,,2015-04-27T18:24:00Z,Sensor1403,2014-09-24T16:07:00Z,,RWE,Contact sensor,,,,11.0
1037,,2015-02-19T13:31:00Z,Sensor1404,2014-09-24T12:28:00Z,,RWE,Contact sensor,,,,11.0
1038,,2015-04-08T19:35:00Z,Sensor1405,2014-11-02T20:22:00Z,,RWE,Contact sensor,,,,11.0
1039,,2015-04-10T10:20:00Z,Sensor1406,2014-09-27T12:57:00Z,,RWE,Contact sensor,,,,11.0
1040,,2014-11-09T13:46:00Z,Sensor1407,2014-11-09T13:42:00Z,,RWE,Contact sensor,,,,11.0
1041,,2015-05-06T23:30:00Z,Sensor1239,2014-01-02T00:00:00Z,24.0,Smart Metering Solutions,Replacement gas meter,,,,
1042,,2015-05-31T11:30:00Z,Sensor1270,2014-01-17T22:30:00Z,25.0,CurrentCost,Mains clamp,,,,
1043,,2014-07-09T15:30:00Z,Sensor115,2014-01-17T06:00:00Z,,Onset,Hobo U12,237.0,,,
1044,,2015-05-07T03:00:00Z,Sensor116,2014-07-09T16:00:00Z,,Onset,Hobo U12,237.0,,,
1045,,2015-04-28T13:39:00Z,Sensor1342,2014-08-08T11:37:00Z,,RWE,Interior motion detector,237.0,,,
1046,,2014-07-09T15:45:00Z,Sensor117,2014-01-17T06:00:00Z,,Onset,Hobo pendant,238.0,,,
1047,,2015-08-14T08:45:00Z,Sensor118,2014-07-09T16:00:00Z,,Onset,Hobo pendant,238.0,,,
1048,,2015-04-28T12:56:00Z,Sensor1340,2014-08-18T13:42:00Z,,RWE,Interior motion detector,238.0,,,
1049,,2014-07-09T15:30:00Z,Sensor113,2014-01-17T06:00:00Z,,Onset,Hobo U12,239.0,,,
1050,,2015-05-07T03:00:00Z,Sensor114,2014-07-09T16:00:00Z,,Onset,Hobo U12,239.0,,,
1051,,2015-04-28T13:35:00Z,Sensor1339,2014-08-18T13:43:00Z,,RWE,Interior motion detector,239.0,,,
1052,,2014-07-09T15:45:00Z,Sensor119,2014-01-17T06:00:00Z,,Onset,Hobo pendant,240.0,,,
1053,,2015-08-14T08:45:00Z,Sensor120,2014-07-09T16:00:00Z,,Onset,Hobo pendant,240.0,,,
1054,,2015-04-28T13:39:00Z,Sensor1341,2014-08-18T13:41:00Z,,RWE,Interior motion detector,243.0,,,
1055,,2014-07-09T15:45:00Z,Sensor103,2014-01-17T06:00:00Z,,Onset,Hobo pendant,247.0,,,
1056,,2015-08-14T08:45:00Z,Sensor104,2014-07-09T16:00:00Z,,Onset,Hobo pendant,247.0,,,
1057,,2014-07-09T15:30:00Z,Sensor111,2014-01-17T06:00:00Z,,Onset,Hobo U12,248.0,,,
1058,,2015-05-07T03:00:00Z,Sensor112,2014-07-09T16:00:00Z,,Onset,Hobo U12,248.0,,,
1059,,2014-07-09T15:45:00Z,Sensor105,2014-01-17T06:00:00Z,,Onset,Hobo pendant,250.0,,,
1060,,2015-08-14T08:45:00Z,Sensor106,2014-07-09T16:00:00Z,,Onset,Hobo pendant,250.0,,,
1061,,2014-07-09T15:30:00Z,Sensor101,2014-01-17T06:00:00Z,,Onset,Hobo U12,251.0,,,
1062,,2015-05-07T03:00:00Z,Sensor102,2014-07-09T16:00:00Z,,Onset,Hobo U12,251.0,,,
1063,,2014-07-09T15:45:00Z,Sensor109,2014-01-17T06:00:00Z,,Onset,Hobo pendant,253.0,,,
1064,,2015-05-07T02:30:00Z,Sensor110,2014-07-09T16:00:00Z,,Onset,Hobo U12,253.0,,,
1065,,2014-07-09T15:45:00Z,Sensor107,2014-01-17T06:00:00Z,,Onset,Hobo pendant,254.0,,,
1066,,2015-08-14T08:45:00Z,Sensor108,2014-07-09T16:00:00Z,,Onset,Hobo pendant,254.0,,,
1067,,2015-04-28T13:39:00Z,Sensor1285,2014-11-10T14:47:00Z,,RWE,Exterior motion detector,255.0,,,
1068,,,Sensor1537,,,CurrentCost,Individual appliance monitor (IAM),,266.0,,
1069,,,Sensor1540,,,CurrentCost,Individual appliance monitor (IAM),,272.0,,
1070,,,Sensor1539,,,CurrentCost,Individual appliance monitor (IAM),,273.0,,
1071,,,Sensor1538,,,CurrentCost,Individual appliance monitor (IAM),,275.0,,
1072,,2014-07-06T22:30:01Z,Sensor606,2014-01-17T06:00:01Z,,Maxim,iButton,,,155.0,
1073,,2014-11-26T17:00:01Z,Sensor607,2014-07-09T17:00:01Z,,Maxim,iButton,,,155.0,
1074,,2015-05-16T09:30:01Z,Sensor608,2014-11-26T17:00:01Z,,Maxim,iButton,,,155.0,
1075,,2014-07-06T22:30:01Z,Sensor609,2014-01-17T06:00:01Z,,Maxim,iButton,,,156.0,
1076,,2014-11-26T17:00:01Z,Sensor610,2014-07-09T17:00:01Z,,Maxim,iButton,,,156.0,
1077,,2015-05-16T09:30:01Z,Sensor611,2014-11-26T17:00:01Z,,Maxim,iButton,,,156.0,
1078,,2014-07-06T22:30:01Z,Sensor600,2014-01-17T06:00:01Z,,Maxim,iButton,,,158.0,
1079,,2014-11-26T17:00:01Z,Sensor601,2014-07-09T17:00:01Z,,Maxim,iButton,,,158.0,
1080,,2015-05-16T09:30:01Z,Sensor602,2014-11-26T17:00:01Z,,Maxim,iButton,,,158.0,
1081,,2014-07-06T22:30:01Z,Sensor612,2014-01-17T06:00:01Z,,Maxim,iButton,,,159.0,
1082,,2014-11-26T17:00:01Z,Sensor613,2014-07-09T17:00:01Z,,Maxim,iButton,,,159.0,
1083,,2015-05-16T09:30:01Z,Sensor614,2014-11-26T17:00:01Z,,Maxim,iButton,,,159.0,
1084,,2014-07-06T22:30:01Z,Sensor615,2014-01-17T06:00:01Z,,Maxim,iButton,,,160.0,
1085,,2014-11-26T17:00:01Z,Sensor616,2014-07-09T17:00:01Z,,Maxim,iButton,,,160.0,
1086,,2015-05-16T09:30:01Z,Sensor617,2014-11-26T17:00:01Z,,Maxim,iButton,,,160.0,
1087,,2014-11-26T17:00:01Z,Sensor598,2014-07-09T17:00:01Z,,Maxim,iButton,,,161.0,
1088,,2015-05-16T09:30:01Z,Sensor599,2014-11-26T17:00:01Z,,Maxim,iButton,,,161.0,
1089,,2014-07-06T22:30:01Z,Sensor618,2014-01-17T06:00:01Z,,Maxim,iButton,,,162.0,
1090,,2014-11-26T17:00:01Z,Sensor619,2014-07-09T17:00:01Z,,Maxim,iButton,,,162.0,
1091,,2015-05-16T09:30:01Z,Sensor620,2014-11-26T17:00:01Z,,Maxim,iButton,,,162.0,
1092,,2014-07-06T22:30:01Z,Sensor583,2014-01-17T06:00:01Z,,Maxim,iButton,,,163.0,
1093,,2014-11-26T17:00:01Z,Sensor584,2014-07-09T17:00:01Z,,Maxim,iButton,,,163.0,
1094,,2015-05-16T09:30:01Z,Sensor585,2014-11-26T17:00:01Z,,Maxim,iButton,,,163.0,
1095,,2014-07-06T22:30:01Z,Sensor592,2014-01-17T06:00:01Z,,Maxim,iButton,,,164.0,
1096,,2014-11-26T17:00:01Z,Sensor593,2014-07-09T17:00:01Z,,Maxim,iButton,,,164.0,
1097,,2015-05-16T09:30:01Z,Sensor594,2014-11-26T17:00:01Z,,Maxim,iButton,,,164.0,
1098,,2014-07-06T22:30:01Z,Sensor586,2014-01-17T06:00:01Z,,Maxim,iButton,,,165.0,
1099,,2014-11-26T17:00:01Z,Sensor587,2014-07-09T17:00:01Z,,Maxim,iButton,,,165.0,
1100,,2015-05-16T09:30:01Z,Sensor588,2014-11-26T17:00:01Z,,Maxim,iButton,,,165.0,
1101,,2014-07-06T22:30:01Z,Sensor580,2014-01-17T06:00:01Z,,Maxim,iButton,,,166.0,
1102,,2014-11-26T17:00:01Z,Sensor581,2014-07-09T17:00:01Z,,Maxim,iButton,,,166.0,
1103,,2015-05-16T09:30:01Z,Sensor582,2014-11-26T17:00:01Z,,Maxim,iButton,,,166.0,
1104,,2014-07-06T22:30:01Z,Sensor595,2014-01-17T06:00:01Z,,Maxim,iButton,,,167.0,
1105,,2014-11-26T17:00:01Z,Sensor596,2014-07-09T17:00:01Z,,Maxim,iButton,,,167.0,
1106,,2015-05-16T09:30:01Z,Sensor597,2014-11-26T17:00:01Z,,Maxim,iButton,,,167.0,
1107,,2014-07-06T22:30:01Z,Sensor589,2014-01-17T06:00:01Z,,Maxim,iButton,,,168.0,
1108,,2014-11-26T17:00:01Z,Sensor590,2014-07-09T17:00:01Z,,Maxim,iButton,,,168.0,
1109,,2015-05-16T09:30:01Z,Sensor591,2014-11-26T17:00:01Z,,Maxim,iButton,,,168.0,
1110,,2014-07-06T22:30:01Z,Sensor603,2014-01-17T06:00:01Z,,Maxim,iButton,,,170.0,
1111,,2014-11-26T17:00:01Z,Sensor604,2014-07-09T17:00:01Z,,Maxim,iButton,,,170.0,
1112,,2015-05-16T09:30:01Z,Sensor605,2014-11-26T17:00:01Z,,Maxim,iButton,,,170.0,
1113,,2015-04-28T07:50:00Z,Sensor1408,2014-08-12T07:47:00Z,,RWE,Contact sensor,,,,12.0
1114,,2015-04-28T07:29:00Z,Sensor1409,2014-08-29T16:50:00Z,,RWE,Contact sensor,,,,12.0
1115,,2014-08-21T21:05:00Z,Sensor1410,2014-08-21T21:05:00Z,,RWE,Contact sensor,,,,12.0
1116,,2015-01-17T09:06:00Z,Sensor1411,2014-08-29T16:59:00Z,,RWE,Contact sensor,,,,12.0
1117,,2015-04-05T10:19:00Z,Sensor1412,2014-08-21T21:04:00Z,,RWE,Contact sensor,,,,12.0
1118,,2015-04-26T07:26:00Z,Sensor1437,2014-08-08T19:26:00Z,,RWE,Alarm,,,,12.0
1119,,2015-01-16T19:25:00Z,Sensor1448,2014-08-08T19:26:00Z,,RWE,Smoke detector,,,,12.0
1120,,2015-05-06T23:30:00Z,Sensor1240,2013-12-13T00:00:00Z,26.0,Smart Metering Solutions,Replacement gas meter,,,,
1121,,2015-07-08T02:30:00Z,Sensor1271,2013-12-17T17:30:00Z,27.0,CurrentCost,Mains clamp,,,,
1122,,2014-07-01T12:30:00Z,Sensor134,2013-12-18T06:00:00Z,,Onset,Hobo U12,264.0,,,
1123,,2015-04-29T00:00:00Z,Sensor135,2014-07-01T13:00:00Z,,Onset,Hobo U12,264.0,,,
1124,,2015-04-28T13:08:00Z,Sensor1343,2014-09-22T16:09:00Z,,RWE,Interior motion detector,264.0,,,
1125,,2014-07-01T12:45:00Z,Sensor128,2013-12-18T06:00:00Z,,Onset,Hobo pendant,265.0,,,
1126,,2015-08-06T14:30:00Z,Sensor129,2014-07-01T13:00:00Z,,Onset,Hobo pendant,265.0,,,
1127,,2015-04-28T13:16:00Z,Sensor1344,2014-09-22T16:31:00Z,,RWE,Interior motion detector,265.0,,,
1128,,2014-07-01T12:30:00Z,Sensor130,2013-12-18T06:00:00Z,,Onset,Hobo U12,266.0,,,
1129,,2015-04-28T23:30:00Z,Sensor131,2014-07-01T13:00:00Z,,Onset,Hobo U12,266.0,,,
1130,,2015-04-28T13:31:00Z,Sensor1345,2014-09-22T16:13:00Z,,RWE,Interior motion detector,266.0,,,
1131,,2015-04-28T13:37:00Z,Sensor1346,2014-09-22T16:24:00Z,,RWE,Interior motion detector,267.0,,,
1132,,2015-04-29T00:00:00Z,Sensor123,2014-07-01T13:00:00Z,,Onset,Hobo U12,269.0,,,
1133,,2014-07-01T12:45:00Z,Sensor124,2013-12-18T06:00:00Z,,Onset,Hobo pendant,270.0,,,
1134,,2015-08-06T14:30:00Z,Sensor125,2014-07-01T13:00:00Z,,Onset,Hobo pendant,270.0,,,
1135,,2014-07-01T12:30:00Z,Sensor121,2013-12-18T06:00:00Z,,Onset,Hobo U12,271.0,,,
1136,,2015-04-29T00:00:00Z,Sensor122,2014-07-01T13:00:00Z,,Onset,Hobo U12,271.0,,,
1137,,2014-07-01T12:45:00Z,Sensor132,2013-12-18T06:00:00Z,,Onset,Hobo pendant,273.0,,,
1138,,2015-08-06T14:30:00Z,Sensor133,2014-07-01T13:00:00Z,,Onset,Hobo pendant,273.0,,,
1139,,2014-07-01T12:45:00Z,Sensor126,2013-12-18T06:00:00Z,,Onset,Hobo pendant,274.0,,,
1140,,2015-08-06T14:30:00Z,Sensor127,2014-07-01T13:00:00Z,,Onset,Hobo pendant,274.0,,,
1141,,,Sensor1549,,,CurrentCost,Individual appliance monitor (IAM),,282.0,,
1142,,,Sensor1548,,,CurrentCost,Individual appliance monitor (IAM),,285.0,,
1143,,,Sensor1541,,,CurrentCost,Individual appliance monitor (IAM),,287.0,,
1144,,,Sensor1542,,,CurrentCost,Individual appliance monitor (IAM),,288.0,,
1145,,,Sensor1543,,,CurrentCost,Individual appliance monitor (IAM),,289.0,,
1146,,,Sensor1544,,,CurrentCost,Individual appliance monitor (IAM),,291.0,,
1147,,,Sensor1545,,,CurrentCost,Individual appliance monitor (IAM),,292.0,,
1148,,,Sensor1546,,,CurrentCost,Individual appliance monitor (IAM),,293.0,,
1149,,,Sensor1547,,,CurrentCost,Individual appliance monitor (IAM),,294.0,,
1150,,2014-06-06T22:30:01Z,Sensor639,2013-12-18T06:00:01Z,,Maxim,iButton,,,171.0,
1151,,2014-11-19T11:00:00Z,Sensor640,2014-07-01T13:00:00Z,,Maxim,iButton,,,171.0,
1152,,2015-05-09T04:30:01Z,Sensor641,2014-11-19T12:00:01Z,,Maxim,iButton,,,171.0,
1153,,2014-06-06T22:30:01Z,Sensor633,2013-12-18T06:00:01Z,,Maxim,iButton,,,172.0,
1154,,2014-11-19T11:00:00Z,Sensor634,2014-07-01T13:00:00Z,,Maxim,iButton,,,172.0,
1155,,2015-05-09T04:30:01Z,Sensor635,2014-11-19T12:00:01Z,,Maxim,iButton,,,172.0,
1156,,2014-06-06T22:30:01Z,Sensor636,2013-12-18T06:00:01Z,,Maxim,iButton,,,173.0,
1157,,2014-11-19T11:00:00Z,Sensor637,2014-07-01T13:00:00Z,,Maxim,iButton,,,173.0,
1158,,2015-05-09T04:30:01Z,Sensor638,2014-11-19T12:00:01Z,,Maxim,iButton,,,173.0,
1159,,2014-06-06T22:30:01Z,Sensor624,2013-12-18T06:00:01Z,,Maxim,iButton,,,174.0,
1160,,2014-11-19T11:00:00Z,Sensor625,2014-07-01T13:00:00Z,,Maxim,iButton,,,174.0,
1161,,2015-05-09T04:30:01Z,Sensor626,2014-11-19T12:00:01Z,,Maxim,iButton,,,174.0,
1162,,2014-06-06T22:30:01Z,Sensor627,2013-12-18T06:00:01Z,,Maxim,iButton,,,175.0,
1163,,2014-11-19T11:00:00Z,Sensor628,2014-07-01T13:00:00Z,,Maxim,iButton,,,175.0,
1164,,2015-05-09T04:30:01Z,Sensor629,2014-11-19T12:00:01Z,,Maxim,iButton,,,175.0,
1165,,2014-06-06T22:30:01Z,Sensor621,2013-12-18T06:00:01Z,,Maxim,iButton,,,176.0,
1166,,2014-11-19T11:00:00Z,Sensor622,2014-07-01T13:00:00Z,,Maxim,iButton,,,176.0,
1167,,2015-05-09T04:30:01Z,Sensor623,2014-11-19T12:00:01Z,,Maxim,iButton,,,176.0,
1168,,2014-06-06T22:30:01Z,Sensor630,2013-12-18T06:00:01Z,,Maxim,iButton,,,177.0,
1169,,2014-11-19T11:00:00Z,Sensor631,2014-07-01T13:00:00Z,,Maxim,iButton,,,177.0,
1170,,2015-05-09T04:30:01Z,Sensor632,2014-11-19T12:00:01Z,,Maxim,iButton,,,177.0,
1171,,2015-04-27T15:17:00Z,Sensor1286,2014-09-23T12:19:00Z,,RWE,Exterior motion detector,,,,13.0
1172,,2015-04-26T18:47:00Z,Sensor1413,2014-09-22T16:57:00Z,,RWE,Contact sensor,,,,13.0
1173,,2015-04-28T08:12:00Z,Sensor1414,2014-09-22T16:57:00Z,,RWE,Contact sensor,,,,13.0
1174,,2015-05-06T23:30:00Z,Sensor1241,2014-01-02T00:00:00Z,28.0,Smart Metering Solutions,Replacement gas meter,,,,
1175,,2015-07-08T02:30:00Z,Sensor1272,2014-01-10T11:00:00Z,29.0,CurrentCost,Mains clamp,,,,
1176,,2014-07-08T08:30:00Z,Sensor152,2014-01-10T06:00:00Z,,Onset,Hobo U12,278.0,,,
1177,,2015-05-05T20:00:00Z,Sensor153,2014-07-08T09:00:00Z,,Onset,Hobo U12,278.0,,,
1178,,2014-12-20T22:46:00Z,Sensor1348,2014-08-29T14:27:00Z,,RWE,Interior motion detector,278.0,,,
1179,,2015-01-16T13:20:00Z,Sensor1350,2014-08-29T14:15:00Z,,RWE,Interior motion detector,278.0,,,
1180,,2014-07-08T08:45:00Z,Sensor148,2014-01-10T06:00:00Z,,Onset,Hobo pendant,279.0,,,
1181,,2015-08-13T14:45:00Z,Sensor149,2014-07-08T09:00:00Z,,Onset,Hobo pendant,279.0,,,
1182,,2014-07-08T08:30:00Z,Sensor150,2014-01-10T06:00:00Z,,Onset,Hobo U12,280.0,,,
1183,,2015-05-05T20:00:00Z,Sensor151,2014-07-08T09:00:00Z,,Onset,Hobo U12,280.0,,,
1184,,2015-04-25T03:17:00Z,Sensor1347,2014-08-29T14:15:00Z,,RWE,Interior motion detector,280.0,,,
1185,,2014-07-08T08:45:00Z,Sensor156,2014-01-10T06:00:00Z,,Onset,Hobo pendant,282.0,,,
1186,,2015-08-13T14:45:00Z,Sensor157,2014-07-08T09:00:00Z,,Onset,Hobo pendant,282.0,,,
1187,,2014-07-08T08:45:00Z,Sensor140,2014-01-10T06:00:00Z,,Onset,Hobo pendant,286.0,,,
1188,,2015-08-13T14:45:00Z,Sensor141,2014-07-08T09:00:00Z,,Onset,Hobo pendant,286.0,,,
1189,,2014-07-08T08:45:00Z,Sensor154,2014-01-10T06:00:00Z,,Onset,Hobo pendant,288.0,,,
1190,,2015-08-13T14:45:00Z,Sensor155,2014-07-08T09:00:00Z,,Onset,Hobo pendant,288.0,,,
1191,,2014-07-08T08:45:00Z,Sensor144,2014-01-10T06:00:00Z,,Onset,Hobo pendant,289.0,,,
1192,,2015-08-13T15:00:00Z,Sensor145,2014-07-08T09:00:00Z,,Onset,Hobo pendant,289.0,,,
1193,,2014-07-08T08:30:00Z,Sensor136,2014-01-10T06:00:00Z,,Onset,Hobo U12,290.0,,,
1194,,2015-05-05T20:00:00Z,Sensor137,2014-07-08T09:00:00Z,,Onset,Hobo U12,290.0,,,
1195,,2014-07-08T08:45:00Z,Sensor142,2014-01-10T06:00:00Z,,Onset,Hobo pendant,291.0,,,
1196,,2015-08-13T15:00:00Z,Sensor143,2014-07-08T09:00:00Z,,Onset,Hobo pendant,291.0,,,
1197,,2015-04-28T13:27:00Z,Sensor1349,2014-08-29T14:14:00Z,,RWE,Interior motion detector,292.0,,,
1198,,2014-07-08T08:45:00Z,Sensor138,2014-01-10T06:00:00Z,,Onset,Hobo pendant,295.0,,,
1199,,2015-05-05T19:30:00Z,Sensor139,2014-07-08T09:00:00Z,,Onset,Hobo U12,295.0,,,
1200,,2014-07-08T08:45:00Z,Sensor146,2014-01-10T06:00:00Z,,Onset,Hobo pendant,297.0,,,
1201,,2015-08-13T14:45:00Z,Sensor147,2014-07-08T09:00:00Z,,Onset,Hobo pendant,297.0,,,
1202,,,Sensor1550,,,CurrentCost,Individual appliance monitor (IAM),,303.0,,
1203,,,Sensor1551,,,CurrentCost,Individual appliance monitor (IAM),,304.0,,
1204,,,Sensor1552,,,CurrentCost,Individual appliance monitor (IAM),,311.0,,
1205,,,Sensor1553,,,CurrentCost,Individual appliance monitor (IAM),,313.0,,
1206,,,Sensor1554,,,CurrentCost,Individual appliance monitor (IAM),,314.0,,
1207,,,Sensor1555,,,CurrentCost,Individual appliance monitor (IAM),,318.0,,
1208,,,Sensor1556,,,CurrentCost,Individual appliance monitor (IAM),,322.0,,
1209,,,Sensor1557,,,CurrentCost,Individual appliance monitor (IAM),,338.0,,
1210,,2014-06-29T22:30:01Z,Sensor677,2014-01-10T06:00:01Z,,Maxim,iButton,,,178.0,
1211,,2014-12-12T10:00:01Z,Sensor678,2014-07-08T10:00:01Z,,Maxim,iButton,,,178.0,
1212,,2015-06-01T02:30:01Z,Sensor679,2014-12-12T10:00:01Z,,Maxim,iButton,,,178.0,
1213,,2014-06-29T22:30:01Z,Sensor680,2014-01-10T06:00:01Z,,Maxim,iButton,,,179.0,
1214,,2014-12-12T10:00:01Z,Sensor681,2014-07-08T10:00:01Z,,Maxim,iButton,,,179.0,
1215,,2015-06-01T02:30:01Z,Sensor682,2014-12-12T10:00:01Z,,Maxim,iButton,,,179.0,
1216,,2014-06-29T22:30:01Z,Sensor659,2014-01-10T06:00:01Z,,Maxim,iButton,,,180.0,
1217,,2014-12-12T10:00:01Z,Sensor660,2014-07-08T10:00:01Z,,Maxim,iButton,,,180.0,
1218,,2015-06-01T02:30:01Z,Sensor661,2014-12-12T10:00:01Z,,Maxim,iButton,,,180.0,
1219,,2014-06-29T22:30:01Z,Sensor668,2014-01-10T06:00:01Z,,Maxim,iButton,,,181.0,
1220,,2014-12-12T10:00:01Z,Sensor669,2014-07-08T10:00:01Z,,Maxim,iButton,,,181.0,
1221,,2015-06-01T02:30:01Z,Sensor670,2014-12-12T10:00:01Z,,Maxim,iButton,,,181.0,
1222,,2014-06-29T22:30:01Z,Sensor689,2014-01-10T06:00:01Z,,Maxim,iButton,,,182.0,
1223,,2014-12-12T10:00:01Z,Sensor690,2014-07-08T10:00:01Z,,Maxim,iButton,,,182.0,
1224,,2015-06-01T02:30:01Z,Sensor691,2014-12-12T10:00:01Z,,Maxim,iButton,,,182.0,
1225,,2014-06-26T18:30:01Z,Sensor686,2014-01-10T06:00:01Z,,Maxim,iButton,,,183.0,
1226,,2014-12-12T10:00:01Z,Sensor687,2014-07-08T10:00:01Z,,Maxim,iButton,,,183.0,
1227,,2015-06-01T02:30:01Z,Sensor688,2014-12-12T10:00:01Z,,Maxim,iButton,,,183.0,
1228,,2014-06-29T22:30:01Z,Sensor665,2014-01-10T06:00:01Z,,Maxim,iButton,,,184.0,
1229,,2014-12-12T10:00:01Z,Sensor666,2014-07-08T10:00:01Z,,Maxim,iButton,,,184.0,
1230,,2015-06-01T02:30:01Z,Sensor667,2014-12-12T10:00:01Z,,Maxim,iButton,,,184.0,
1231,,2014-06-29T22:30:01Z,Sensor648,2014-01-10T06:00:01Z,,Maxim,iButton,,,185.0,
1232,,2014-12-12T10:00:01Z,Sensor649,2014-07-08T10:00:01Z,,Maxim,iButton,,,185.0,
1233,,2015-06-01T02:30:01Z,Sensor650,2014-12-12T10:00:01Z,,Maxim,iButton,,,185.0,
